category,category_image_url,name,slug,image_url,gallery_image_urls,features,overview,technical_info,regular_price,sale_price,is_active,meta_title,meta_description,meta_keywords,sku_title,sku_id,sku_quantity,sku_shipping_status,sku_weight
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Eco Dispenser Model-0028,jkr-jkr-eco-dispenser-model-0028-28,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Dispenser Model-0028 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 65x49cm
Voltage: 110-240V
Warranty: 2 Years",7482,6733.8,TRUE,JKR Eco Dispenser Model-0028 | Buy Professional Dispenser Online,Looking for JKR Eco Dispenser Model-0028? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0028-SKU,64,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Eco Sterilizer Model-0029,jkr-jkr-eco-sterilizer-model-0029-29,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Sterilizer Model-0029 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 96x37cm
Voltage: 110-240V
Warranty: 2 Years",504,453.6,TRUE,JKR Eco Sterilizer Model-0029 | Buy Professional Sterilizer Online,Looking for JKR Eco Sterilizer Model-0029? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0029-SKU,186,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Compact Ventilator Model-0030,jkr-jkr-compact-ventilator-model-0030-30,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Ventilator Model-0030 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 34x43cm
Voltage: 110-240V
Warranty: 2 Years",5453,4907.7,TRUE,JKR Compact Ventilator Model-0030 | Buy Professional Ventilator Online,Looking for JKR Compact Ventilator Model-0030? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0030-SKU,815,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Smart Dispenser Model-0031,jkr-jkr-smart-dispenser-model-0031-31,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Dispenser Model-0031 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 61x95cm
Voltage: 110-240V
Warranty: 2 Years",3439,3095.1,TRUE,JKR Smart Dispenser Model-0031 | Buy Professional Dispenser Online,Looking for JKR Smart Dispenser Model-0031? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0031-SKU,970,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Advanced Dispenser Model-0032,jkr-jkr-advanced-dispenser-model-0032-32,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Dispenser Model-0032 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 100x100cm
Voltage: 110-240V
Warranty: 2 Years",3375,3037.5,TRUE,JKR Advanced Dispenser Model-0032 | Buy Professional Dispenser Online,Looking for JKR Advanced Dispenser Model-0032? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0032-SKU,407,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Elite Inhaler Model-0033,jkr-jkr-elite-inhaler-model-0033-33,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Inhaler Model-0033 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 85x50cm
Voltage: 110-240V
Warranty: 2 Years",9070,8163.0,TRUE,JKR Elite Inhaler Model-0033 | Buy Professional Inhaler Online,Looking for JKR Elite Inhaler Model-0033? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0033-SKU,332,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Pro Cart Model-0034,jkr-jkr-pro-cart-model-0034-34,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Cart Model-0034 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 68x100cm
Voltage: 110-240V
Warranty: 2 Years",3632,3268.8,TRUE,JKR Pro Cart Model-0034 | Buy Professional Cart Online,Looking for JKR Pro Cart Model-0034? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0034-SKU,859,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Advanced Light Model-0035,jkr-jkr-advanced-light-model-0035-35,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Light Model-0035 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 88x38cm
Voltage: 110-240V
Warranty: 2 Years",1265,1138.5,TRUE,JKR Advanced Light Model-0035 | Buy Professional Light Online,Looking for JKR Advanced Light Model-0035? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0035-SKU,942,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Advanced Sterilizer Model-0036,jkr-jkr-advanced-sterilizer-model-0036-36,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Sterilizer Model-0036 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 61x96cm
Voltage: 110-240V
Warranty: 2 Years",3176,2858.4,TRUE,JKR Advanced Sterilizer Model-0036 | Buy Professional Sterilizer Online,Looking for JKR Advanced Sterilizer Model-0036? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0036-SKU,66,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Advanced Compressor Model-0037,jkr-jkr-advanced-compressor-model-0037-37,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Compressor Model-0037 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 40x54cm
Voltage: 110-240V
Warranty: 2 Years",6396,5756.4,TRUE,JKR Advanced Compressor Model-0037 | Buy Professional Compressor Online,Looking for JKR Advanced Compressor Model-0037? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0037-SKU,225,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Compact Inhaler Model-0038,jkr-jkr-compact-inhaler-model-0038-38,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Inhaler Model-0038 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 34x87cm
Voltage: 110-240V
Warranty: 2 Years",8894,8004.6,TRUE,JKR Compact Inhaler Model-0038 | Buy Professional Inhaler Online,Looking for JKR Compact Inhaler Model-0038? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0038-SKU,601,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Pro Light Model-0039,jkr-jkr-pro-light-model-0039-39,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Light Model-0039 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 52x79cm
Voltage: 110-240V
Warranty: 2 Years",9355,8419.5,TRUE,JKR Pro Light Model-0039 | Buy Professional Light Online,Looking for JKR Pro Light Model-0039? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0039-SKU,669,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Compact Cart Model-0040,jkr-jkr-compact-cart-model-0040-40,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Cart Model-0040 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 20x78cm
Voltage: 110-240V
Warranty: 2 Years",7505,6754.5,TRUE,JKR Compact Cart Model-0040 | Buy Professional Cart Online,Looking for JKR Compact Cart Model-0040? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0040-SKU,999,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Compact Compressor Model-0041,jkr-jkr-compact-compressor-model-0041-41,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Compressor Model-0041 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 94x78cm
Voltage: 110-240V
Warranty: 2 Years",9508,8557.2,TRUE,JKR Compact Compressor Model-0041 | Buy Professional Compressor Online,Looking for JKR Compact Compressor Model-0041? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0041-SKU,57,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Eco Ventilator Model-0042,jkr-jkr-eco-ventilator-model-0042-42,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Ventilator Model-0042 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 31x74cm
Voltage: 110-240V
Warranty: 2 Years",2358,2122.2,TRUE,JKR Eco Ventilator Model-0042 | Buy Professional Ventilator Online,Looking for JKR Eco Ventilator Model-0042? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0042-SKU,874,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Pro Sterilizer Model-0043,jkr-jkr-pro-sterilizer-model-0043-43,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Sterilizer Model-0043 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 71x66cm
Voltage: 110-240V
Warranty: 2 Years",5119,4607.1,TRUE,JKR Pro Sterilizer Model-0043 | Buy Professional Sterilizer Online,Looking for JKR Pro Sterilizer Model-0043? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0043-SKU,277,available,2.5
